series,episode,baker,technical,result,signature_bake,show_stopper,last_name,baker_age,baker_occupation,hometown
4,10,Deborah,NA,NA,NA,NA,Manger,51,Dentist,Peterborough
4,10,Glenn,NA,NA,NA,NA,Cosby,37,English Teacher,"Teignmouth, Devon"
4,10,Howard,NA,NA,NA,NA,Middleton,51,Council Worker,Sheffield
4,10,Lucy,NA,NA,NA,NA,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire"
4,10,Mark,NA,NA,NA,NA,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes
4,10,Robert,NA,NA,NA,NA,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,10,Toby,NA,NA,NA,NA,Waterworth,30,Web Programmer,"Reading, Berkshire"
5,1,Chetna,3,IN,"Cardamom, Pistachio and Coffee Swiss Roll",Tiered Victoria Sponges with Lemon Curd and Raspberry Cream,Makan,35,Fashion Designer,"Broadstairs, Kent"
5,1,Diana,5,IN,Mum's Sunday Tea Lemon Curd Swiss Roll,Chocolate Ganache Surprises,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,1,Enwezor,9,IN,Raspberry and Lemon Swiss Roll,Coffee and Walnut Battenberg Squares,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire"
5,1,Iain,4,IN,Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon",Watters,31,Construction Engineer,London/Belfast
5,1,Jordan,12,IN,Kawaii Frasier Swiss Roll,Lemon Drizzle Cakes with Blueberry and Lemon Curd,Cox,32,IT Manager,"Sneinton, Nottingham"
5,1,Kate,6,IN,Red Velvet and White Chocolate Swiss Roll,Mini Tiered Victoria Sponges,Henry,41,Furniture Restorer,"Brighton, East Sussex"
5,1,Luis,7,IN,Spanish Swiss Roll,Raspberry and Lemon Genoise Slices with Lemon Drizzles,Troyano,42,Graphic Designer,"Poynton, Cheshire"
5,1,Martha,2,IN,Tiramisu Swiss Roll,Mini Lemon and Thyme Drizzle Cakes,Collison,17,Student,"Ascot, Berkshire"
5,1,Norman,11,IN,Black Forest Swiss Roll,Almond and Raspberry Mini Cakes,Calder,66,Retired Naval Officer,"Portknockie, Moray"
5,1,Richard,10,IN,Pistachio and Strawberry Swiss Roll,Miniature Coffee & Walnut Cakes,Burr,38,Builder,"Mill Hill, London"
5,1,Claire,8,OUT,Chocolatey Orangey Swirly Roll,Mini Chocolate and Cherry Cakes,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,1,Nancy,1,STAR BAKER,Coffee and Hazelnut Swiss Roll,Jaffa Orange Cakes,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,2,Chetna,8,IN,Fenugreek and Carom Crackers,Day On The Beach,Makan,35,Fashion Designer,"Broadstairs, Kent"
5,2,Diana,7,IN,Parmesan Triangles,"Express, First Class",Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,2,Iain,11,IN,Za'atar and Fig Biscuits,Wild West Scene,Watters,31,Construction Engineer,London/Belfast
5,2,Jordan,6,IN,"Sourdough, Parmesan and Chilli Biscuits",Monster Attack,Cox,32,IT Manager,"Sneinton, Nottingham"
5,2,Kate,4,IN,Parmesan and Apple Biscuits,Tea Time,Henry,41,Furniture Restorer,"Brighton, East Sussex"
5,2,Luis,3,IN,Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,George Versus The Dragon,Troyano,42,Graphic Designer,"Poynton, Cheshire"
5,2,Martha,5,IN,Caramelised Onion and Goat's Cheese Sandwich Biscuits,Ski Village Scene,Collison,17,Student,"Ascot, Berkshire"
5,2,Nancy,2,IN,Fennel and Rye Thins,Hansel and Gretel Scene,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,2,Norman,10,IN,Farthing Biscuits,Zulu Boats at Dawn,Calder,66,Retired Naval Officer,"Portknockie, Moray"
5,2,Enwezor,9,OUT,Pumpkin and Sunflower Savoury Biscuits,Space Adventure Moon Scene,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire"
5,2,Richard,1,STAR BAKER,Rosemary Seeded Crackers,Pirates!,Burr,38,Builder,"Mill Hill, London"
5,2,Claire,NA,NA,NA,NA,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,3,Chetna,8,IN,Onion and Pine Nut Rolls,Rolled and Filled Twin Loaf,Makan,35,Fashion Designer,"Broadstairs, Kent"
5,3,Diana,7,IN,Rustic Picnic Rolls,Sharing Savoury Pinwheel,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,3,Iain,9,IN,Cranberry and Walnut Rye Bread Rolls,Moroccan Plaited with a Bessara Dip,Watters,31,Construction Engineer,London/Belfast
5,3,Kate,1,IN,Orange and Cardamom Rye Bread Knots,"Prosciutto, Olive and Coriander Bread",Henry,41,Furniture Restorer,"Brighton, East Sussex"
5,3,Martha,3,IN,Date and Walnut Rye Rolls,Stuffed Sunflower Loaf,Collison,17,Student,"Ascot, Berkshire"
5,3,Nancy,5,IN,Cider and Walnut Crusty Rolls,'Full English' Stromboli,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,3,Norman,4,IN,Rye Bread Rolls,Chicken and Roasted Vegetable Picnic Loaf,Calder,66,Retired Naval Officer,"Portknockie, Moray"
5,3,Richard,6,IN,Rye and Cranberry Rolls,Pesto Pinwheel,Burr,38,Builder,"Mill Hill, London"
5,3,Jordan,10,OUT,Rye and Spelt Bread Rolls,Strawberry Raspberry Cheesecake Brioche,Cox,32,IT Manager,"Sneinton, Nottingham"
5,3,Luis,2,STAR BAKER,Opposites Attract Rolls,Roscón de Reyes,Troyano,42,Graphic Designer,"Poynton, Cheshire"
5,3,Claire,NA,NA,NA,NA,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,3,Enwezor,NA,NA,NA,NA,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire"
5,4,Chetna,3,IN,"Rhubarb, Strawberry and Orange Puddings","Mango, Raspberry and Coconut Baked Alaska",Makan,35,Fashion Designer,"Broadstairs, Kent"
5,4,Diana,9,IN,Orange and Lemon Curd Pots,Raspberry Ripple Alaska Swan,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,4,Kate,7,IN,Chocolate and Salted Caramel Molten Puddings,"Pistachio, Raspberry and Chocolate Baked Alaska",Henry,41,Furniture Restorer,"Brighton, East Sussex"
5,4,Luis,2,IN,Pears in Puddings,Bakewell Alaska,Troyano,42,Graphic Designer,"Poynton, Cheshire"
5,4,Martha,1,IN,Peanut Butter Chocolate Fondants,Key Lime Baked Alaska,Collison,17,Student,"Ascot, Berkshire"
5,4,Nancy,4,IN,Pistachio Puddings with Chocolate Sauce,Summer Pudding Alaska,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,4,Norman,8,IN,Mini Sticky Toffee Puddings,Baked Alaska with Strawberry Surprise,Calder,66,Retired Naval Officer,"Portknockie, Moray"
5,4,Iain,6,OUT,"Chocolate, Lime and Raspberry Fondants","Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)",Watters,31,Construction Engineer,London/Belfast
5,4,Richard,5,STAR BAKER,Black Forest Chocolate Fondants,Tiramisu Baked Alaska,Burr,38,Builder,"Mill Hill, London"
5,4,Claire,NA,NA,NA,NA,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,4,Enwezor,NA,NA,NA,NA,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire"
5,4,Jordan,NA,NA,NA,NA,Cox,32,IT Manager,"Sneinton, Nottingham"
5,5,Chetna,2,IN,Rice Custard Tart with Mangoes and Raspberries,Fusion Tiered Pies,Makan,35,Fashion Designer,"Broadstairs, Kent"
5,5,Luis,6,IN,Tropical Manchester Tart,Four Fruity Seasons Tower,Troyano,42,Graphic Designer,"Poynton, Cheshire"
5,5,Martha,1,IN,"Pistachio, Apricot and Honey Custard Tart",Three Little Pigs Pie,Collison,17,Student,"Ascot, Berkshire"
5,5,Nancy,4,IN,Chocolate Crusted Passion Fruit Tart,Trio of Apple Pies,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,5,Richard,7,IN,Fig and Orange Tart,Three Course Autumn Pie Feast,Burr,38,Builder,"Mill Hill, London"
5,5,Norman,5,OUT,Tarte au Citron,Pieful Tower,Calder,66,Retired Naval Officer,"Portknockie, Moray"
5,5,Kate,3,STAR BAKER,Rhubarb and Custard Tart,"Rhubarb, Prune and Apple Pies",Henry,41,Furniture Restorer,"Brighton, East Sussex"
5,5,Diana,NA,WD,NA,NA,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,5,Claire,NA,NA,NA,NA,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,5,Enwezor,NA,NA,NA,NA,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire"
5,5,Iain,NA,NA,NA,NA,Watters,31,Construction Engineer,London/Belfast
5,5,Jordan,NA,NA,NA,NA,Cox,32,IT Manager,"Sneinton, Nottingham"
5,6,Diana,NA,IN,NA,NA,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,6,Kate,6,IN,"Pecan, Chocolate and Sour Cherry Yeast Cake",Trio of Dobos Tortes,Henry,41,Furniture Restorer,"Brighton, East Sussex"
5,6,Luis,3,IN,Apple and Cinnamon Kugelhopf with Honeyed Apples,The Cage on the Rocky Hill,Troyano,42,Graphic Designer,"Poynton, Cheshire"
5,6,Martha,4,IN,Dark Chocolate and Almond Liqueur Savarin,Chess-Themed Chocolate and Salted Caramel Dobos Torte,Collison,17,Student,"Ascot, Berkshire"
5,6,Nancy,1,IN,Rum Punch Savarin with Coconut Cream and Tropical Fruits,Chocolate and Caramel Dobos Torte,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,6,Richard,5,IN,Fruity Guglhupf with an Orange Glaze,Sugar Forest Dobos Torte,Burr,38,Builder,"Mill Hill, London"
5,6,Chetna,2,STAR BAKER,Orange Savarin with Cinnamon Cream,Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream,Makan,35,Fashion Designer,"Broadstairs, Kent"
5,6,Claire,NA,NA,NA,NA,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,6,Enwezor,NA,NA,NA,NA,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire"
5,6,Iain,NA,NA,NA,NA,Watters,31,Construction Engineer,London/Belfast
5,6,Jordan,NA,NA,NA,NA,Cox,32,IT Manager,"Sneinton, Nottingham"
5,6,Norman,NA,NA,NA,NA,Calder,66,Retired Naval Officer,"Portknockie, Moray"
5,7,Chetna,6,IN,Crispy Lentil Kachori,Chocolate and Mango & Lemon Meringue Éclairs,Makan,35,Fashion Designer,"Broadstairs, Kent"
5,7,Diana,NA,IN,NA,NA,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,7,Luis,5,IN,Childhood Empanadas,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)",Troyano,42,Graphic Designer,"Poynton, Cheshire"
5,7,Martha,3,IN,Mini Beef Wellingtons,Rhubarb and Custard & Maple Syrup and Bacon Éclairs,Collison,17,Student,"Ascot, Berkshire"
5,7,Nancy,2,IN,Spicy Duck Pasties,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,7,Kate,4,OUT,Spinach and Paneer Spicy Samosa,Neapolitan & Lemon Meringue Éclairs,Henry,41,Furniture Restorer,"Brighton, East Sussex"
5,7,Richard,1,STAR BAKER,Minted Lamb Pasties,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)",Burr,38,Builder,"Mill Hill, London"
5,7,Claire,NA,NA,NA,NA,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,7,Enwezor,NA,NA,NA,NA,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire"
5,7,Iain,NA,NA,NA,NA,Watters,31,Construction Engineer,London/Belfast
5,7,Jordan,NA,NA,NA,NA,Cox,32,IT Manager,"Sneinton, Nottingham"
5,7,Norman,NA,NA,NA,NA,Calder,66,Retired Naval Officer,"Portknockie, Moray"
5,8,Chetna,1,IN,Date and Walnut Swirl Bread,Chocolate Mousse Filled DoughnutsBraided Doughnuts,Makan,35,Fashion Designer,"Broadstairs, Kent"
5,8,Diana,NA,IN,NA,NA,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,8,Luis,2,IN,Black Forest Cherry Tree,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)",Troyano,42,Graphic Designer,"Poynton, Cheshire"
5,8,Nancy,3,IN,Lincolnshire Plum Braid,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)",Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,8,Martha,5,OUT,Spiced Plum Iced Bread Swirl,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts,Collison,17,Student,"Ascot, Berkshire"
5,8,Richard,4,STAR BAKER,Fruit Swedish Tea Ring,Rhubarb and Custard and Toffee Apple Doughnuts,Burr,38,Builder,"Mill Hill, London"
5,8,Claire,NA,NA,NA,NA,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,8,Enwezor,NA,NA,NA,NA,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire"
5,8,Iain,NA,NA,NA,NA,Watters,31,Construction Engineer,London/Belfast
5,8,Jordan,NA,NA,NA,NA,Cox,32,IT Manager,"Sneinton, Nottingham"
5,8,Kate,NA,NA,NA,NA,Henry,41,Furniture Restorer,"Brighton, East Sussex"
5,8,Norman,NA,NA,NA,NA,Calder,66,Retired Naval Officer,"Portknockie, Moray"
5,9,Diana,NA,IN,NA,NA,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,9,Luis,1,IN,Indian Rose BaklavaHalwa Baklava Rolls,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges",Troyano,42,Graphic Designer,"Poynton, Cheshire"
5,9,Nancy,3,IN,Coffee and Chocolate BaklavaBreakfast Baklava,Raspberry NonnettesLime and Passion Fruit Entremets,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,9,Chetna,4,OUT,Chocolate Orange Baklava Masala Chai Baklava,"Chocolate, Orange & Nut EntremetsCappuccino Entremets",Makan,35,Fashion Designer,"Broadstairs, Kent"
5,9,Richard,2,STAR BAKER,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets,Burr,38,Builder,"Mill Hill, London"
5,9,Claire,NA,NA,NA,NA,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,9,Enwezor,NA,NA,NA,NA,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire"
5,9,Iain,NA,NA,NA,NA,Watters,31,Construction Engineer,London/Belfast
5,9,Jordan,NA,NA,NA,NA,Cox,32,IT Manager,"Sneinton, Nottingham"
5,9,Kate,NA,NA,NA,NA,Henry,41,Furniture Restorer,"Brighton, East Sussex"
5,9,Martha,NA,NA,NA,NA,Collison,17,Student,"Ascot, Berkshire"
5,9,Norman,NA,NA,NA,NA,Calder,66,Retired Naval Officer,"Portknockie, Moray"
5,10,Diana,NA,IN,NA,NA,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,10,Luis,2,Runner-up,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,Troyano,42,Graphic Designer,"Poynton, Cheshire"
5,10,Richard,3,Runner-up,Pear Pain au ChocolatPain Au Lait,Mill on the Hill,Burr,38,Builder,"Mill Hill, London"
5,10,Nancy,1,WINNER,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill,Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,10,Chetna,NA,NA,NA,NA,Makan,35,Fashion Designer,"Broadstairs, Kent"
5,10,Claire,NA,NA,NA,NA,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,10,Enwezor,NA,NA,NA,NA,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire"
5,10,Iain,NA,NA,NA,NA,Watters,31,Construction Engineer,London/Belfast
5,10,Jordan,NA,NA,NA,NA,Cox,32,IT Manager,"Sneinton, Nottingham"
5,10,Kate,NA,NA,NA,NA,Henry,41,Furniture Restorer,"Brighton, East Sussex"
5,10,Martha,NA,NA,NA,NA,Collison,17,Student,"Ascot, Berkshire"
5,10,Norman,NA,NA,NA,NA,Calder,66,Retired Naval Officer,"Portknockie, Moray"
6,1,Alvin,2,IN,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau,Magallanes,37,Nurse,"Bracknell, Berkshire"
6,1,Dorret,5,IN,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau,Conway,53,Accountant,"Penwortham, Lancashire"
6,1,Flora,6,IN,Blood Orange Madeira Cake,Black Forest Gâteau,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,1,Ian,8,IN,Somewhere West of Madeira Cake,Black Forest Cherry Tree,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,1,Mat,7,IN,Gin and Tonic Madeira Cake,Black Forest Gateau,Riley,37,Fire fighter,London
6,1,Nadiya,12,IN,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau,Hussain,30,Full-time mother,Leeds / Luton
6,1,Paul,10,IN,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation,Jagger,49,Prison governor,"Swansea, Wales"
6,1,Sandy,9,IN,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire"
6,1,Tamal,4,IN,Pistachio and Rose Madeira Cake,Black Forest Gâteau in a Chocolate Shell,Ray,29,Trainee anaesthetist,Manchester
6,1,Ugnė,1,IN,Lemon and Thyme Madeira Cake,Falling Cup Gâteau,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania"
6,1,Stu,11,OUT,Marley Madeira Cake,Purple Forest Gâteau,Henshall,35,Professional musician,"Guildford, Surrey"
6,1,Marie,3,STAR BAKER,Zingy Citrus Madeira Cake,A Walk in the Black Forest,Campbell,66,Retired,"Auchterarder, Perthshire"
6,2,Alvin,6,IN,"Jackfruit, Pistachio and Macadamia Biscotti",Gingerbread Box filled with Brandy Snaps,Magallanes,37,Nurse,"Bracknell, Berkshire"
6,2,Dorret,1,IN,Almond and Apricot Biscotti with Amber Sugar Crystals,Box of Frogs,Conway,53,Accountant,"Penwortham, Lancashire"
6,2,Flora,2,IN,Wedding Biscotti,Honey and Earl Grey Tea Box,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,2,Mat,5,IN,"Pistachio, Cranberry and White Chocolate Biscotti",Gingerbread Fire Engine,Riley,37,Fire fighter,London
6,2,Nadiya,9,IN,"Coconut, Fennel and Pistachio Biscotti",Box of Fortunes,Hussain,30,Full-time mother,Leeds / Luton
6,2,Paul,10,IN,"Chocolate, Hazelnut and Fig Biscotti",Memory Box,Jagger,49,Prison governor,"Swansea, Wales"
6,2,Sandy,4,IN,Chocolate Chunk and Hazelnut Biscotti,Sundried Tomato Cheese Biscuit Box,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire"
6,2,Tamal,8,IN,"Cinnamon, Maple and Cranberry Biscotti",Chessboard Box,Ray,29,Trainee anaesthetist,Manchester
6,2,Ugnė,7,IN,White Wine Biscotti,Baby Climbing into the Cookie Box,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania"
6,2,Marie,11,OUT,Biscotti Italiano,Russian Box,Campbell,66,Retired,"Auchterarder, Perthshire"
6,2,Ian,3,STAR BAKER,"Orange, Rosemary and Almond Biscotti",Sandwich de la Confiture,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,2,Stu,NA,NA,NA,NA,Henshall,35,Professional musician,"Guildford, Surrey"
6,3,Alvin,4,IN,"Prosciutto, Manchego and Balsamic Onion Soda Breads",Cornucopia,Magallanes,37,Nurse,"Bracknell, Berkshire"
6,3,Flora,2,IN,Fig and Hazelnut Rye Breads,Herb Couture,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,3,Mat,8,IN,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",Curry Inspired Brighton Pavilion,Riley,37,Fire fighter,London
6,3,Nadiya,9,IN,Mexican Bread with Warm Tomato Salsa,Snake Charmer's Basket,Hussain,30,Full-time mother,Leeds / Luton
6,3,Paul,10,IN,Cranberry and Orange Sweet Soda Breads,King of the Jungle,Jagger,49,Prison governor,"Swansea, Wales"
6,3,Sandy,7,IN,Soda Breads with Smoked Bacon and Onion,Basket of Bread Flowers with a Walnut and Blue Cheese Centre,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire"
6,3,Tamal,3,IN,"Fig, Cheese and Walnut Breads",Breadcycle,Ray,29,Trainee anaesthetist,Manchester
6,3,Ugnė,5,IN,Chocolate Quick Breads with Salted Caramel Sauce,Easter Basket,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania"
6,3,Dorret,6,OUT,Walnut and Stilton Soda Breads,Unmade Bread,Conway,53,Accountant,"Penwortham, Lancashire"
6,3,Ian,1,STAR BAKER,Wild Garlic Pesto Soda Breads,Flour Power,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,3,Marie,NA,NA,NA,NA,Campbell,66,Retired,"Auchterarder, Perthshire"
6,3,Stu,NA,NA,NA,NA,Henshall,35,Professional musician,"Guildford, Surrey"
6,4,Alvin,9,IN,Blackberry Crème Brûlées,Tower of Fruits Cheesecakes,Magallanes,37,Nurse,"Bracknell, Berkshire"
6,4,Flora,3,IN,Rhubarb and Ginger Crème Brûlées,Elderflower and Granola Cheesecakes,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,4,Mat,7,IN,Coconut Crème Brûlées,Chocolate Bar Cheesecakes,Riley,37,Fire fighter,London
6,4,Nadiya,8,IN,Cinnamon Tea Crème Brûlées,Fizzy Pop Cheesecakes,Hussain,30,Full-time mother,Leeds / Luton
6,4,Paul,1,IN,Almond Crème Brûlées,Berry Cheesecake Tower,Jagger,49,Prison governor,"Swansea, Wales"
6,4,Tamal,5,IN,Rhubarb and Ginger Crème Brûlées,"Mango, Hazelnut and Rosemary Cheesecake Trio",Ray,29,Trainee anaesthetist,Manchester
6,4,Ugnė,2,IN,Marula Fruit and Coffee Liqueur Crème Brûlées,"Lime, Coconut and Hazelnut Cheesecakes",Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania"
6,4,Sandy,6,OUT,Pontefract Crème Brûlées,"Cassata, Whisky and Orange & Apple Pie Cheesecakes",Docherty,49,Child welfare officer,"Yeadon, West Yorkshire"
6,4,Ian,4,STAR BAKER,Pomegranate Two Ways Crème Brûlées,Trio of Spicy and Herby Baked Cheesecakes,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,4,Dorret,NA,NA,NA,NA,Conway,53,Accountant,"Penwortham, Lancashire"
6,4,Marie,NA,NA,NA,NA,Campbell,66,Retired,"Auchterarder, Perthshire"
6,4,Stu,NA,NA,NA,NA,Henshall,35,Professional musician,"Guildford, Surrey"
6,5,Alvin,8,IN,Pineapple Upside Down Cake,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll",Magallanes,37,Nurse,"Bracknell, Berkshire"
6,5,Flora,3,IN,"Pistachio, Apple and Cardamom Madeleine Cake",Chocolate and Pear Bûche,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,5,Ian,5,IN,Honey and Flowers Cake,Dessert Island,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,5,Mat,4,IN,Sugar Free Carrot Cake,Raspberry and Coconut Ice Cream Roll,Riley,37,Fire fighter,London
6,5,Paul,2,IN,Carrot & Pecan Cake,Dessert Island Getaway,Jagger,49,Prison governor,"Swansea, Wales"
6,5,Tamal,7,IN,Honey and Grapefruit Polenta Cake,Passion Fruit and Pineapple Ice Cream Roll,Ray,29,Trainee anaesthetist,Manchester
6,5,Ugnė,6,OUT,Chocolate and Hazelnut Sugar-Free Cake,"Chocolate, Peanut Butter and Grape Jam Roll",Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania"
6,5,Nadiya,1,STAR BAKER,Naked Blueberry and Caraway Crunch Cake,Chocolate and Strawberry Lime Ice Cream Roll,Hussain,30,Full-time mother,Leeds / Luton
6,5,Dorret,NA,NA,NA,NA,Conway,53,Accountant,"Penwortham, Lancashire"
6,5,Marie,NA,NA,NA,NA,Campbell,66,Retired,"Auchterarder, Perthshire"
6,5,Sandy,NA,NA,NA,NA,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire"
6,5,Stu,NA,NA,NA,NA,Henshall,35,Professional musician,"Guildford, Surrey"
6,6,Flora,2,IN,Apricot and Rosemary Frangipane Tart,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,6,Ian,3,IN,Pear and Raspberry Frangipane Tart,vol-au-vents Terre et Mer,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,6,Nadiya,4,IN,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents,Hussain,30,Full-time mother,Leeds / Luton
6,6,Paul,5,IN,Christmas Frangipane Tart,Savoury and Sweet Bouchées,Jagger,49,Prison governor,"Swansea, Wales"
6,6,Tamal,7,IN,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,Ray,29,Trainee anaesthetist,Manchester
6,6,Alvin,6,OUT,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,Magallanes,37,Nurse,"Bracknell, Berkshire"
6,6,Mat,1,STAR BAKER,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,Riley,37,Fire fighter,London
6,6,Dorret,NA,NA,NA,NA,Conway,53,Accountant,"Penwortham, Lancashire"
6,6,Marie,NA,NA,NA,NA,Campbell,66,Retired,"Auchterarder, Perthshire"
6,6,Sandy,NA,NA,NA,NA,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire"
6,6,Stu,NA,NA,NA,NA,Henshall,35,Professional musician,"Guildford, Surrey"
6,6,Ugnė,NA,NA,NA,NA,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania"
6,7,Flora,4,IN,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe",Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,7,Ian,5,IN,Roadkill Pie,Victoria's Crown Charlotte Russe,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,7,Nadiya,1,IN,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe,Hussain,30,Full-time mother,Leeds / Luton
6,7,Paul,2,IN,Not a Boaring Pie,Charlotte Rose,Jagger,49,Prison governor,"Swansea, Wales"
6,7,Mat,6,OUT,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,Riley,37,Fire fighter,London
